code,image_path,path_exists,group_key,name_raw,name_norm,name_is_missing,name_is_uncertain,material_raw,material_norm,material_is_missing,material_is_uncertain,fragm_raw,fragm_norm,fragm_is_missing,fragm_is_uncertain
М102-2012-1-0949,cu_data/dataset/М102-2012-1-0949_orig.jpg,True,М102-2012-1,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-1-1008,cu_data/dataset/М102-2012-1-1008_orig.jpg,True,М102-2012-1,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-0538,cu_data/dataset/М102-2012-2-0538_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-0543,cu_data/dataset/М102-2012-2-0543_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1028,cu_data/dataset/М102-2012-2-1028_orig.jpg,True,М102-2012-2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1068,cu_data/dataset/М102-2012-2-1068_orig.jpg,True,М102-2012-2,Плитка,изразец,False,False,Каменная масса,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1086,cu_data/dataset/М102-2012-2-1086_orig.jpg,True,М102-2012-2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1095,cu_data/dataset/М102-2012-2-1095_orig.jpg,True,М102-2012-2,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1121,cu_data/dataset/М102-2012-2-1121_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1123,cu_data/dataset/М102-2012-2-1123_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1125,cu_data/dataset/М102-2012-2-1125_orig.jpg,True,М102-2012-2,Крышка,крышка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1166,cu_data/dataset/М102-2012-2-1166_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1181,cu_data/dataset/М102-2012-2-1181_orig.jpg,True,М102-2012-2,Плитка,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1248,cu_data/dataset/М102-2012-2-1248_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1264,cu_data/dataset/М102-2012-2-1264_orig.jpg,True,М102-2012-2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1265,cu_data/dataset/М102-2012-2-1265_orig.jpg,True,М102-2012-2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1267,cu_data/dataset/М102-2012-2-1267_orig.jpg,True,М102-2012-2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1271,cu_data/dataset/М102-2012-2-1271_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1279,cu_data/dataset/М102-2012-2-1279_orig.jpg,True,М102-2012-2,Крышка,крышка,False,False,Стекло,стекло,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1313,cu_data/dataset/М102-2012-2-1313_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1314,cu_data/dataset/М102-2012-2-1314_orig.jpg,True,М102-2012-2,Крышка,крышка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1319,cu_data/dataset/М102-2012-2-1319_orig.jpg,True,М102-2012-2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1327,cu_data/dataset/М102-2012-2-1327_orig.jpg,True,М102-2012-2,Плитка,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1359,cu_data/dataset/М102-2012-2-1359_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1360,cu_data/dataset/М102-2012-2-1360_orig.jpg,True,М102-2012-2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1361,cu_data/dataset/М102-2012-2-1361_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1394,cu_data/dataset/М102-2012-2-1394_orig.jpg,True,М102-2012-2,Крышка,крышка,False,False,Фаянс,керамика,False,False,Целый,целый,False,False
М102-2012-2-1406,cu_data/dataset/М102-2012-2-1406_orig.jpg,True,М102-2012-2,Блюдце,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
М102-2012-2-1423,cu_data/dataset/М102-2012-2-1423_orig.jpg,True,М102-2012-2,Миска (?),тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Мич11-ш01-005,cu_data/dataset/Мич11-ш01-005_orig.jpg,True,Мич11-ш01-005,Плитка,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Мич11-ш01-029,cu_data/dataset/Мич11-ш01-029_orig.jpg,True,Мич11-ш01-029,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Мич11-ш02-053,cu_data/dataset/Мич11-ш02-053_orig.jpg,True,Мич11-ш02-053,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Мич11-ш02-057,cu_data/dataset/Мич11-ш02-057_orig.jpg,True,Мич11-ш02-057,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Мич11-ш04-155,cu_data/dataset/Мич11-ш04-155_orig.jpg,True,Мич11-ш04-155,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1247,cu_data/dataset/БП11-Р01-Г01-1247_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г03-6493,cu_data/dataset/БП11-Р01-Г03-6493_orig.jpg,True,БП11-Р01-Г03,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1290,cu_data/dataset/БП11-Р01-Г01-1290_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1395,cu_data/dataset/БП11-Р01-Г01-1395_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-тех-0069,cu_data/dataset/БП11-Р01-тех-0069_orig.jpg,True,БП11-Р01-тех,Крышка,крышка,False,False,Фаянс,керамика,False,False,Целый,целый,False,False
БП11-Р01-тех-0468,cu_data/dataset/БП11-Р01-тех-0468_orig.jpg,True,БП11-Р01-тех,Крышка,крышка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1137,cu_data/dataset/БП11-Р01-Г01-1137_orig.jpg,True,БП11-Р01-Г01,Крышка,крышка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-тех-0061,cu_data/dataset/БП11-Р01-тех-0061_orig.jpg,True,БП11-Р01-тех,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1065,cu_data/dataset/БП11-Р01-Г01-1065_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1251,cu_data/dataset/БП11-Р01-Г01-1251_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г03-3339,cu_data/dataset/БП11-Р01-Г03-3339_orig.jpg,True,БП11-Р01-Г03,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-0944,cu_data/dataset/БП11-Р01-Г01-0944_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г03-3244,cu_data/dataset/БП11-Р01-Г03-3244_orig.jpg,True,БП11-Р01-Г03,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-тех-0443,cu_data/dataset/БП11-Р01-тех-0443_orig.jpg,True,БП11-Р01-тех,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1315,cu_data/dataset/БП11-Р01-Г01-1315_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1055,cu_data/dataset/БП11-Р01-Г01-1055_orig.jpg,True,БП11-Р01-Г01,Изразец,изразец,False,False,Керамика,керамика,False,False,Целый,целый,False,False
БП11-Р01-Г01-1397,cu_data/dataset/БП11-Р01-Г01-1397_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-тех-0381,cu_data/dataset/БП11-Р01-тех-0381_orig.jpg,True,БП11-Р01-тех,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-тех-0421,cu_data/dataset/БП11-Р01-тех-0421_orig.jpg,True,БП11-Р01-тех,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1405,cu_data/dataset/БП11-Р01-Г01-1405_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1192,cu_data/dataset/БП11-Р01-Г01-1192_orig.jpg,True,БП11-Р01-Г01,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1197,cu_data/dataset/БП11-Р01-Г01-1197_orig.jpg,True,БП11-Р01-Г01,Крышка,крышка,False,False,Белый металл,__rare__,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1396,cu_data/dataset/БП11-Р01-Г01-1396_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1248,cu_data/dataset/БП11-Р01-Г01-1248_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-тех-0060,cu_data/dataset/БП11-Р01-тех-0060_orig.jpg,True,БП11-Р01-тех,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г01-1289,cu_data/dataset/БП11-Р01-Г01-1289_orig.jpg,True,БП11-Р01-Г01,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г03-6484,cu_data/dataset/БП11-Р01-Г03-6484_orig.jpg,True,БП11-Р01-Г03,Блюдце,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-тех-0394,cu_data/dataset/БП11-Р01-тех-0394_orig.jpg,True,БП11-Р01-тех,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
БП11-Р01-Г03-6483,cu_data/dataset/БП11-Р01-Г03-6483_orig.jpg,True,БП11-Р01-Г03,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-151,cu_data/dataset/Кроп-2013-151_orig.jpg,True,Кроп-2013-151,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-152,cu_data/dataset/Кроп-2013-152_orig.jpg,True,Кроп-2013-152,Тарелка,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-155,cu_data/dataset/Кроп-2013-155_orig.jpg,True,Кроп-2013-155,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-158,cu_data/dataset/Кроп-2013-158_orig.jpg,True,Кроп-2013-158,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-159,cu_data/dataset/Кроп-2013-159_orig.jpg,True,Кроп-2013-159,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-163,cu_data/dataset/Кроп-2013-163_orig.jpg,True,Кроп-2013-163,Крышка,крышка,False,False,Стекло,стекло,False,False,Целый,целый,False,False
Кроп-2013-186,cu_data/dataset/Кроп-2013-186_orig.jpg,True,Кроп-2013-186,Крышка,крышка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-203,cu_data/dataset/Кроп-2013-203_orig.jpg,True,Кроп-2013-203,Миска,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-204,cu_data/dataset/Кроп-2013-204_orig.jpg,True,Кроп-2013-204,Миска,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-218,cu_data/dataset/Кроп-2013-218_orig.jpg,True,Кроп-2013-218,Миска,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-240,cu_data/dataset/Кроп-2013-240_orig.jpg,True,Кроп-2013-240,Миска,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-243,cu_data/dataset/Кроп-2013-243_orig.jpg,True,Кроп-2013-243,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-248,cu_data/dataset/Кроп-2013-248_orig.jpg,True,Кроп-2013-248,Блюдце,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-252,cu_data/dataset/Кроп-2013-252_orig.jpg,True,Кроп-2013-252,Блюдце,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-262,cu_data/dataset/Кроп-2013-262_orig.jpg,True,Кроп-2013-262,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-263,cu_data/dataset/Кроп-2013-263_orig.jpg,True,Кроп-2013-263,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-266,cu_data/dataset/Кроп-2013-266_orig.jpg,True,Кроп-2013-266,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-267,cu_data/dataset/Кроп-2013-267_orig.jpg,True,Кроп-2013-267,Тарелка,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-268,cu_data/dataset/Кроп-2013-268_orig.jpg,True,Кроп-2013-268,Тарелка,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-285,cu_data/dataset/Кроп-2013-285_orig.jpg,True,Кроп-2013-285,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-317,cu_data/dataset/Кроп-2013-317_orig.jpg,True,Кроп-2013-317,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-373,cu_data/dataset/Кроп-2013-373_orig.jpg,True,Кроп-2013-373,Крышка,крышка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-391,cu_data/dataset/Кроп-2013-391_orig.jpg,True,Кроп-2013-391,Тарелка,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-392,cu_data/dataset/Кроп-2013-392_orig.jpg,True,Кроп-2013-392,Крышка,крышка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-398,cu_data/dataset/Кроп-2013-398_orig.jpg,True,Кроп-2013-398,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-399,cu_data/dataset/Кроп-2013-399_orig.jpg,True,Кроп-2013-399,Тарелка,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-400,cu_data/dataset/Кроп-2013-400_orig.jpg,True,Кроп-2013-400,Тарелка,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-401,cu_data/dataset/Кроп-2013-401_orig.jpg,True,Кроп-2013-401,Тарелка,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-403,cu_data/dataset/Кроп-2013-403_orig.jpg,True,Кроп-2013-403,Тарелка,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-414,cu_data/dataset/Кроп-2013-414_orig.jpg,True,Кроп-2013-414,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-415,cu_data/dataset/Кроп-2013-415_orig.jpg,True,Кроп-2013-415,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-421,cu_data/dataset/Кроп-2013-421_orig.jpg,True,Кроп-2013-421,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-422,cu_data/dataset/Кроп-2013-422_orig.jpg,True,Кроп-2013-422,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-430,cu_data/dataset/Кроп-2013-430_orig.jpg,True,Кроп-2013-430,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-478,cu_data/dataset/Кроп-2013-478_orig.jpg,True,Кроп-2013-478,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-481,cu_data/dataset/Кроп-2013-481_orig.jpg,True,Кроп-2013-481,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-482,cu_data/dataset/Кроп-2013-482_orig.jpg,True,Кроп-2013-482,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-484,cu_data/dataset/Кроп-2013-484_orig.jpg,True,Кроп-2013-484,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-Тр1-023,cu_data/dataset/Кроп-2013-Тр1-023_orig.jpg,True,Кроп-2013-Тр1,Плитка,изразец,False,False,Керамика,керамика,False,False,Целый,целый,False,False
Кроп-2013-Тр2-032,cu_data/dataset/Кроп-2013-Тр2-032_orig.jpg,True,Кроп-2013-Тр2,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-Тр2-045,cu_data/dataset/Кроп-2013-Тр2-045_orig.jpg,True,Кроп-2013-Тр2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-Тр2-049,cu_data/dataset/Кроп-2013-Тр2-049_orig.jpg,True,Кроп-2013-Тр2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-Тр2-050,cu_data/dataset/Кроп-2013-Тр2-050_orig.jpg,True,Кроп-2013-Тр2,Блюдце,тарелка,False,False,Фарфор,керамика,False,False,Фрагмент,фрагмент,False,False
Кроп-2013-Тр2-053,cu_data/dataset/Кроп-2013-Тр2-053_orig.jpg,True,Кроп-2013-Тр2,Тарелка,тарелка,False,False,Фаянс,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г0-005,cu_data/dataset/Нев11-Г0-005_orig.jpg,True,Нев11-Г0-005,Плитка,изразец,False,False,"Основание - бетон, покрытие - композитный материал",__unknown__,False,True,Целый,целый,False,False
Нев11-Г0-006,cu_data/dataset/Нев11-Г0-006_orig.jpg,True,Нев11-Г0-006,Плитка,изразец,False,False,"Основание - бетон, покрытие - композитный материал",__unknown__,False,True,Целый,целый,False,False
Нев11-Г02-009,cu_data/dataset/Нев11-Г02-009_orig.jpg,True,Нев11-Г02-009,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г02-010,cu_data/dataset/Нев11-Г02-010_orig.jpg,True,Нев11-Г02-010,Тарелка,тарелка,False,False,Белоглиняная керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г02-012,cu_data/dataset/Нев11-Г02-012_orig.jpg,True,Нев11-Г02-012,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г02-021,cu_data/dataset/Нев11-Г02-021_orig.jpg,True,Нев11-Г02-021,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г02-022,cu_data/dataset/Нев11-Г02-022_orig.jpg,True,Нев11-Г02-022,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г02-023,cu_data/dataset/Нев11-Г02-023_orig.jpg,True,Нев11-Г02-023,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г02-033,cu_data/dataset/Нев11-Г02-033_orig.jpg,True,Нев11-Г02-033,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-037,cu_data/dataset/Нев11-Г03-037_orig.jpg,True,Нев11-Г03-037,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-038,cu_data/dataset/Нев11-Г03-038_orig.jpg,True,Нев11-Г03-038,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-043,cu_data/dataset/Нев11-Г03-043_orig.jpg,True,Нев11-Г03-043,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-044,cu_data/dataset/Нев11-Г03-044_orig.jpg,True,Нев11-Г03-044,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-058,cu_data/dataset/Нев11-Г03-058_orig.jpg,True,Нев11-Г03-058,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-096,cu_data/dataset/Нев11-Г03-096_orig.jpg,True,Нев11-Г03-096,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-097,cu_data/dataset/Нев11-Г03-097_orig.jpg,True,Нев11-Г03-097,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-178,cu_data/dataset/Нев11-Г03-178_orig.jpg,True,Нев11-Г03-178,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г03-181,cu_data/dataset/Нев11-Г03-181_orig.jpg,True,Нев11-Г03-181,Изразец,изразец,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г04-182,cu_data/dataset/Нев11-Г04-182_orig.jpg,True,Нев11-Г04-182,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г04-185,cu_data/dataset/Нев11-Г04-185_orig.jpg,True,Нев11-Г04-185,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
Нев11-Г04-187,cu_data/dataset/Нев11-Г04-187_orig.jpg,True,Нев11-Г04-187,Тарелка,тарелка,False,False,Керамика,керамика,False,False,Фрагмент,фрагмент,False,False
