code,name,material,fragm,image_path,width,height,aspect,mpx,brightness,sharpness
М102-2012-2-1267,Тарелка,Фаянс,Фрагмент,cu_data/dataset/М102-2012-2-1267_orig.jpg,6304,2590,2.433976833976834,16.32736,217.14337192295633,63.002770278842966
М102-2012-2-1271,Блюдце,Фарфор,Фрагмент,cu_data/dataset/М102-2012-2-1271_orig.jpg,3360,7917,0.4244031830238727,26.60112,236.69246202164922,38.725084808678155
М102-2012-2-1279,Крышка,Стекло,Фрагмент,cu_data/dataset/М102-2012-2-1279_orig.jpg,3890,4744,0.8199831365935919,18.45416,227.18845232366758,49.889708110497196
М102-2012-2-1313,Блюдце,Фарфор,Фрагмент,cu_data/dataset/М102-2012-2-1313_orig.jpg,5428,2951,1.8393764825482888,16.018028,246.42599808998546,23.409530686577355
М102-2012-2-1314,Крышка,Фарфор,Фрагмент,cu_data/dataset/М102-2012-2-1314_orig.jpg,4321,1894,2.281414994720169,8.183974,242.04257129034542,37.60402809264613
М102-2012-2-1319,Тарелка,Фаянс,Фрагмент,cu_data/dataset/М102-2012-2-1319_orig.jpg,7476,2542,2.940991345397325,19.003992,226.45879130728602,51.79702890102393
М102-2012-2-1327,Плитка,Керамика,Фрагмент,cu_data/dataset/М102-2012-2-1327_orig.jpg,4768,2895,1.6469775474956823,13.80336,221.38881967868693,49.209729305048235
М102-2012-2-1359,Блюдце,Фаянс,Фрагмент,cu_data/dataset/М102-2012-2-1359_orig.jpg,6660,2100,3.1714285714285713,13.986,229.70971564421563,48.56674838831278
М102-2012-2-1360,Тарелка,Фаянс,Фрагмент,cu_data/dataset/М102-2012-2-1360_orig.jpg,3396,7221,0.47029497299543,24.522516,237.30202828018682,42.1038574592938
М102-2012-2-1361,Блюдце,Фарфор,Фрагмент,cu_data/dataset/М102-2012-2-1361_orig.jpg,3944,4440,0.8882882882882883,17.51136,214.81012889156906,57.51959444106078
М102-2012-2-1394,Крышка,Фаянс,Целый,cu_data/dataset/М102-2012-2-1394_orig.jpg,2117,5044,0.4197065820777161,10.678148,221.3322202501782,59.393798058663755
М102-2012-2-1406,Блюдце,Фаянс,Фрагмент,cu_data/dataset/М102-2012-2-1406_orig.jpg,6312,2658,2.374717832957111,16.777296,237.90784885716982,40.3801402661857
М102-2012-2-1423,Миска (?),Керамика,Фрагмент,cu_data/dataset/М102-2012-2-1423_orig.jpg,5415,3666,1.4770867430441899,19.85139,219.86379986489612,67.94359973118877
Мич11-ш01-005,Плитка,Керамика,Фрагмент,cu_data/dataset/Мич11-ш01-005_orig.jpg,6464,4000,1.616,25.856,224.86892750876652,60.96097985617981
Мич11-ш01-029,Изразец,Керамика,Фрагмент,cu_data/dataset/Мич11-ш01-029_orig.jpg,12880,7792,1.6529774127310062,100.36096,225.06167220135532,60.64403335111999
Мич11-ш02-053,Изразец,Керамика,Фрагмент,cu_data/dataset/Мич11-ш02-053_orig.jpg,9144,6094,1.5004922874958977,55.723536,220.58995307356903,63.27760119147745
Мич11-ш02-057,Изразец,Керамика,Фрагмент,cu_data/dataset/Мич11-ш02-057_orig.jpg,10596,7581,1.3977047882865057,80.328276,225.88227489989535,60.19117597503584
Мич11-ш04-155,Изразец,Керамика,Фрагмент,cu_data/dataset/Мич11-ш04-155_orig.jpg,5544,4952,1.1195476575121164,27.453888,224.59034583128383,65.29286392755584
БП11-Р01-Г01-1247,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1247_orig.jpg,1080,678,1.592920353982301,0.73224,244.9688262500455,34.762084156876845
БП11-Р01-Г03-6493,Изразец,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-Г03-6493_orig.jpg,1080,690,1.565217391304348,0.7452,213.23910762211486,75.3420327743856
БП11-Р01-Г01-1290,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1290_orig.jpg,1080,871,1.2399540757749712,0.94068,241.70584364502272,36.87706651459286
БП11-Р01-Г01-1395,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1395_orig.jpg,1080,570,1.894736842105263,0.6156,223.524102772363,52.263612584558835
БП11-Р01-тех-0069,Крышка,Фаянс,Целый,cu_data/dataset/БП11-Р01-тех-0069_orig.jpg,865,1920,0.4505208333333333,1.6608,225.17634172286446,49.88197025744224
БП11-Р01-тех-0468,Крышка,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-тех-0468_orig.jpg,1080,1179,0.916030534351145,1.27332,226.71401375930637,57.85861308844223
БП11-Р01-Г01-1137,Крышка,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1137_orig.jpg,1080,636,1.6981132075471699,0.68688,231.9199607888811,58.761634380559634
БП11-Р01-тех-0061,Изразец,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-тех-0061_orig.jpg,1080,867,1.245674740484429,0.93636,225.14051290814075,60.78519741020679
БП11-Р01-Г01-1065,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1065_orig.jpg,1080,813,1.3284132841328413,0.87804,229.02824093055744,41.48823907415625
БП11-Р01-Г01-1251,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1251_orig.jpg,1080,1291,0.836560805577072,1.39428,240.54665251360316,38.37020556136195
БП11-Р01-Г03-3339,Изразец,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-Г03-3339_orig.jpg,1080,610,1.7704918032786885,0.6588,225.08816889293666,54.81640016616319
БП11-Р01-Г01-0944,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-0944_orig.jpg,1080,933,1.157556270096463,1.00764,234.67403206171517,46.76671863874185
БП11-Р01-Г03-3244,Тарелка,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-Г03-3244_orig.jpg,1080,959,1.1261730969760166,1.03572,219.53683041748732,68.54018702928401
БП11-Р01-тех-0443,Изразец,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-тех-0443_orig.jpg,1080,1042,1.036468330134357,1.12536,228.96307107651478,57.20097352379358
БП11-Р01-Г01-1315,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1315_orig.jpg,1080,866,1.2471131639722863,0.93528,233.8814519003222,54.609254844489406
БП11-Р01-Г01-1055,Изразец,Керамика,Целый,cu_data/dataset/БП11-Р01-Г01-1055_orig.jpg,1080,840,1.2857142857142858,0.9072,219.08568783068782,69.15551460939302
БП11-Р01-Г01-1397,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1397_orig.jpg,1080,633,1.7061611374407584,0.68364,234.78997620580034,49.42103719081538
БП11-Р01-тех-0381,Тарелка,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-тех-0381_orig.jpg,1080,427,2.529274004683841,0.46116,210.68941726660307,83.99219169591726
БП11-Р01-тех-0421,Тарелка,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-тех-0421_orig.jpg,1080,770,1.4025974025974026,0.8316,225.81637445887444,57.03309210631721
БП11-Р01-Г01-1405,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1405_orig.jpg,1080,1171,0.9222886421861657,1.26468,241.47069192733866,33.74929904638217
БП11-Р01-Г01-1192,Изразец,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1192_orig.jpg,1080,651,1.6589861751152073,0.70308,213.0155439874078,65.886207082396
БП11-Р01-Г01-1197,Крышка,Белый металл,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1197_orig.jpg,1080,848,1.2735849056603774,0.91584,220.3490384055439,70.64732348187505
БП11-Р01-Г01-1396,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1396_orig.jpg,1080,1256,0.8598726114649682,1.35648,241.51601915742708,35.9163714067717
БП11-Р01-Г01-1248,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1248_orig.jpg,1080,1282,0.8424336973478939,1.38456,232.83532048689355,51.34996752769194
БП11-Р01-тех-0060,Изразец,Керамика,Фрагмент,cu_data/dataset/БП11-Р01-тех-0060_orig.jpg,1080,797,1.355081555834379,0.86076,220.52805853741654,57.085119401668436
БП11-Р01-Г01-1289,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г01-1289_orig.jpg,1080,1101,0.9809264305177112,1.18908,237.94226657023356,40.51924462124094
БП11-Р01-Г03-6484,Блюдце,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-Г03-6484_orig.jpg,1080,1491,0.7243460764587525,1.61028,241.8915331495144,33.48762649702855
БП11-Р01-тех-0394,Тарелка,Фаянс,Фрагмент,cu_data/dataset/БП11-Р01-тех-0394_orig.jpg,1080,440,2.4545454545454546,0.4752,226.8792024410774,63.134003444498376
БП11-Р01-Г03-6483,Блюдце,Фарфор,Фрагмент,cu_data/dataset/БП11-Р01-Г03-6483_orig.jpg,1080,683,1.581259150805271,0.73764,230.738526471811,45.02808237472337
Кроп-2013-151,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-151_orig.jpg,4421,4894,0.903351042092358,21.636374,243.5585111288364,33.25353995260206
Кроп-2013-152,Тарелка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-152_orig.jpg,3880,5592,0.6938483547925608,21.69696,232.56824828608862,50.72249725865468
Кроп-2013-155,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-155_orig.jpg,4843,2210,2.191402714932127,10.70303,230.18738070745698,55.21609218465219
Кроп-2013-158,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-158_orig.jpg,1747,2357,0.7411964361476453,4.117679,215.7392318990059,38.0147806324818
Кроп-2013-159,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-159_orig.jpg,4727,9687,0.4879735728295654,45.790449,236.60749819247243,33.07730664163214
Кроп-2013-163,Крышка,Стекло,Целый,cu_data/dataset/Кроп-2013-163_orig.jpg,3238,8549,0.37875774944437945,27.681662,217.5243988360718,61.54428311879776
Кроп-2013-186,Крышка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-186_orig.jpg,4357,7254,0.6006341328921974,31.605678,228.97553419568052,52.67110342463579
Кроп-2013-203,Миска,Керамика,Фрагмент,cu_data/dataset/Кроп-2013-203_orig.jpg,15292,3547,4.311248942768537,54.240724,205.58696458402733,75.79044705229819
Кроп-2013-204,Миска,Керамика,Фрагмент,cu_data/dataset/Кроп-2013-204_orig.jpg,10253,2825,3.6293805309734513,28.964725,198.69968473721053,79.88141923712423
Кроп-2013-218,Миска,Керамика,Фрагмент,cu_data/dataset/Кроп-2013-218_orig.jpg,12499,3147,3.9717190975532253,39.334353,196.44838521516633,80.96521283730583
Кроп-2013-240,Миска,Керамика,Фрагмент,cu_data/dataset/Кроп-2013-240_orig.jpg,11461,11166,1.0264194877306108,127.973526,215.5218618341422,71.54032025681575
Кроп-2013-243,Тарелка,Керамика,Фрагмент,cu_data/dataset/Кроп-2013-243_orig.jpg,4421,9200,0.48054347826086957,40.6732,226.53154118682573,44.279619131928335
Кроп-2013-248,Блюдце,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-248_orig.jpg,5822,6044,0.9632693580410324,35.188168,232.67621336050607,50.78879664563334
Кроп-2013-252,Блюдце,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-252_orig.jpg,4352,10732,0.4055162131941856,46.705664,236.23794954148033,39.85046138329968
Кроп-2013-262,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-262_orig.jpg,4762,11893,0.4004035987555705,56.634466,233.6840374905274,39.705665362835475
Кроп-2013-263,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-263_orig.jpg,4521,10677,0.4234335487496488,48.270717,219.60256192866026,47.353188751959635
Кроп-2013-266,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-266_orig.jpg,5494,10530,0.5217473884140551,57.85182,213.77043145171,65.21756675647187
Кроп-2013-267,Тарелка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-267_orig.jpg,3669,14212,0.25816211652124965,52.143828,229.8162095937158,45.56886499698532
Кроп-2013-268,Тарелка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-268_orig.jpg,4598,9607,0.47860934735089,44.172986,237.86629336460678,39.14244270799207
Кроп-2013-285,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-285_orig.jpg,3911,8529,0.4585531715324188,33.356919,219.57747363697868,45.89991782298796
Кроп-2013-317,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-317_orig.jpg,4028,8566,0.4702311463927154,34.503848,220.82405565315494,49.30821344088164
Кроп-2013-373,Крышка,Керамика,Фрагмент,cu_data/dataset/Кроп-2013-373_orig.jpg,3846,9353,0.4112049609750882,35.971638,213.959637756835,72.45679952444381
Кроп-2013-391,Тарелка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-391_orig.jpg,8002,6671,1.1995203117973317,53.381342,229.58884746034798,45.796858442171896
Кроп-2013-392,Крышка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-392_orig.jpg,7517,5615,1.3387355298308103,42.207955,223.06707334355966,61.70857990222294
Кроп-2013-398,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-398_orig.jpg,7710,7430,1.0376850605652759,57.2853,237.74467102962424,38.02809844157552
Кроп-2013-399,Тарелка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-399_orig.jpg,4381,9390,0.4665601703940362,41.13759,233.7462795948912,43.50630181770458
Кроп-2013-400,Тарелка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-400_orig.jpg,4620,8786,0.5258365581607102,40.59132,223.18344809514284,43.68592292676458
Кроп-2013-401,Тарелка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-401_orig.jpg,4995,6506,0.7677528435290502,32.49747,240.25391135576606,33.3146815133733
Кроп-2013-403,Тарелка,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-403_orig.jpg,3714,9719,0.3821380800493878,36.096366,230.8688884267925,45.24433992429943
Кроп-2013-414,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-414_orig.jpg,5941,9834,0.604128533658735,58.423794,205.81301610322214,76.87581816623027
Кроп-2013-415,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-415_orig.jpg,7892,2760,2.8594202898550725,21.78192,209.8135967505772,74.96813074059696
Кроп-2013-421,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-421_orig.jpg,6611,3382,1.9547604967474868,22.358402,232.52592902957315,42.14357563185814
Кроп-2013-422,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-422_orig.jpg,7351,4454,1.6504265828468792,32.741354,217.27895740047893,60.29724722013623
Кроп-2013-430,Тарелка,Керамика,Фрагмент,cu_data/dataset/Кроп-2013-430_orig.jpg,5397,8027,0.672355799177775,43.321719,227.30851401195164,67.54336143657805
Кроп-2013-478,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-478_orig.jpg,4573,10103,0.45263783034742155,46.201019,218.1994943733456,50.533247633112865
Кроп-2013-481,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-481_orig.jpg,3894,11903,0.3271444173737713,46.350282,222.30461039410002,52.26445534181348
Кроп-2013-482,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-482_orig.jpg,3778,10963,0.3446137006293898,41.418214,226.24470767860728,53.114521229177484
Кроп-2013-484,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-484_orig.jpg,3744,10298,0.3635657409205671,38.555712,214.76029432422362,54.22400184994462
Кроп-2013-Тр1-023,Плитка,Керамика,Целый,cu_data/dataset/Кроп-2013-Тр1-023_orig.jpg,5297,7063,0.7499646042758035,37.412711,198.50300050874867,69.35811975785397
Кроп-2013-Тр2-032,Изразец,Керамика,Фрагмент,cu_data/dataset/Кроп-2013-Тр2-032_orig.jpg,4223,9150,0.46153005464480873,38.64045,185.78644391218702,76.7595407933748
Кроп-2013-Тр2-045,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-Тр2-045_orig.jpg,6521,2793,2.334765485141425,18.213153,217.3577433663829,64.40705181223467
Кроп-2013-Тр2-049,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-Тр2-049_orig.jpg,5843,3612,1.6176633444075303,21.104916,228.6344224571501,50.893658160021
Кроп-2013-Тр2-050,Блюдце,Фарфор,Фрагмент,cu_data/dataset/Кроп-2013-Тр2-050_orig.jpg,7181,3078,2.3330084470435346,22.103118,235.51198689101992,37.31247551112383
Кроп-2013-Тр2-053,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Кроп-2013-Тр2-053_orig.jpg,3960,9454,0.41887031944150627,37.43784,225.1308870027402,43.291544946533556
Нев11-Г0-005,Плитка,"Основание - бетон, покрытие - композитный материал",Целый,cu_data/dataset/Нев11-Г0-005_orig.jpg,7798,4280,1.8219626168224299,33.37544,176.93328154874766,90.0445689487798
Нев11-Г0-006,Плитка,"Основание - бетон, покрытие - композитный материал",Целый,cu_data/dataset/Нев11-Г0-006_orig.jpg,8036,5439,1.4774774774774775,43.707804,187.0770327041215,87.90408772704653
Нев11-Г02-009,Тарелка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г02-009_orig.jpg,7428,6378,1.1646284101599247,47.375784,227.76184595347982,63.54695120311442
Нев11-Г02-010,Тарелка,Белоглиняная керамика,Фрагмент,cu_data/dataset/Нев11-Г02-010_orig.jpg,5973,5796,1.0305383022774328,34.619508,224.0209965433362,71.01716894650095
Нев11-Г02-012,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г02-012_orig.jpg,6244,4062,1.5371738060068931,25.363128,207.64721667348496,75.04981931387327
Нев11-Г02-021,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г02-021_orig.jpg,8016,12215,0.6562423250102333,97.91544,223.5857196134406,62.25607020743337
Нев11-Г02-022,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г02-022_orig.jpg,6496,5600,1.16,36.3776,219.21720009932855,62.815780934925584
Нев11-Г02-023,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г02-023_orig.jpg,6220,8957,0.6944289382605783,55.71254,222.2014077680417,58.201021662163214
Нев11-Г02-033,Тарелка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г02-033_orig.jpg,8732,5921,1.4747508866745482,51.702172,237.7873639041702,40.36592697154112
Нев11-Г03-037,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-037_orig.jpg,8240,11661,0.7066289340536832,96.08664,226.25705913954323,58.070286278699825
Нев11-Г03-038,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-038_orig.jpg,7864,4282,1.8365249883232135,33.673648,219.13476708354656,61.4690764920068
Нев11-Г03-043,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-043_orig.jpg,6189,8722,0.709584957578537,53.980458,224.1648560237608,61.525919249575075
Нев11-Г03-044,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-044_orig.jpg,7785,4199,1.8540128602048107,32.689215,229.33870991803667,57.02622936607846
Нев11-Г03-058,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-058_orig.jpg,6022,5528,1.0893632416787264,33.289616,216.2900286083204,69.94548340101755
Нев11-Г03-096,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-096_orig.jpg,6799,8289,0.8202436964651948,56.356911,222.73041864081821,62.68607156009987
Нев11-Г03-097,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-097_orig.jpg,10151,9139,1.1107342159973739,92.769989,236.34821342923735,48.85361814894879
Нев11-Г03-178,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-178_orig.jpg,10251,6066,1.6899109792284865,62.182566,213.3771240961655,73.2618919710546
Нев11-Г03-181,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г03-181_orig.jpg,11072,6463,1.713136314405075,71.558336,221.808121455852,65.09188581583234
Нев11-Г04-182,Тарелка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г04-182_orig.jpg,9704,2581,3.759783029833398,25.046024,222.64085885781046,65.33547204537892
Нев11-Г04-185,Тарелка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г04-185_orig.jpg,11988,3802,3.1530773277222512,45.578376,239.25147861784282,49.652862010229875
Нев11-Г04-187,Тарелка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г04-187_orig.jpg,10033,11184,0.897085121602289,112.209072,222.28105220404996,66.71601027814197
Нев11-Г04-197,Тарелка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г04-197_orig.jpg,4720,4384,1.0766423357664234,20.69248,233.61975545383314,57.457418889501156
Нев11-Г04А-210,Тарелка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г04А-210_orig.jpg,11234,3444,3.261904761904762,38.689896,227.6137056214022,63.145552535738254
Нев11-Г05-055,Крышка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г05-055_orig.jpg,11040,6821,1.6185310071836974,75.30384,225.93249369930314,58.94726144790611
Нев11-Г05-056,Крышка,Керамика,Фрагмент,cu_data/dataset/Нев11-Г05-056_orig.jpg,12550,3304,3.7984261501210654,41.4652,228.21406048927778,56.800402250255786
Нев11-Г05-228,Тарелка,Фаянс,Фрагмент,cu_data/dataset/Нев11-Г05-228_orig.jpg,10308,5916,1.7423935091277891,60.982128,241.7581633480113,34.12287843102302
Нев11-Г05-235,Изразец,Керамика,Фрагмент,cu_data/dataset/Нев11-Г05-235_orig.jpg,9257,6669,1.3880641775378617,61.734933,226.49295098989307,61.00834537166429
