code,image_path,group_key,split,name_norm,material_norm,fragm_norm
М102-2012-1-1008,cu_data/dataset/М102-2012-1-1008_orig.jpg,М102-2012-1,test,изразец,керамика,фрагмент
М102-2012-2-0538,cu_data/dataset/М102-2012-2-0538_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-0543,cu_data/dataset/М102-2012-2-0543_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1028,cu_data/dataset/М102-2012-2-1028_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1068,cu_data/dataset/М102-2012-2-1068_orig.jpg,М102-2012-2,test,изразец,керамика,фрагмент
М102-2012-2-1086,cu_data/dataset/М102-2012-2-1086_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1095,cu_data/dataset/М102-2012-2-1095_orig.jpg,М102-2012-2,test,изразец,керамика,фрагмент
М102-2012-2-1121,cu_data/dataset/М102-2012-2-1121_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1123,cu_data/dataset/М102-2012-2-1123_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1125,cu_data/dataset/М102-2012-2-1125_orig.jpg,М102-2012-2,test,крышка,керамика,фрагмент
М102-2012-2-1166,cu_data/dataset/М102-2012-2-1166_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1181,cu_data/dataset/М102-2012-2-1181_orig.jpg,М102-2012-2,test,изразец,керамика,фрагмент
М102-2012-2-1248,cu_data/dataset/М102-2012-2-1248_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1264,cu_data/dataset/М102-2012-2-1264_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1265,cu_data/dataset/М102-2012-2-1265_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1267,cu_data/dataset/М102-2012-2-1267_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1271,cu_data/dataset/М102-2012-2-1271_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1279,cu_data/dataset/М102-2012-2-1279_orig.jpg,М102-2012-2,test,крышка,стекло,фрагмент
М102-2012-2-1313,cu_data/dataset/М102-2012-2-1313_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1314,cu_data/dataset/М102-2012-2-1314_orig.jpg,М102-2012-2,test,крышка,керамика,фрагмент
М102-2012-2-1319,cu_data/dataset/М102-2012-2-1319_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1327,cu_data/dataset/М102-2012-2-1327_orig.jpg,М102-2012-2,test,изразец,керамика,фрагмент
М102-2012-2-1359,cu_data/dataset/М102-2012-2-1359_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1360,cu_data/dataset/М102-2012-2-1360_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1361,cu_data/dataset/М102-2012-2-1361_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1394,cu_data/dataset/М102-2012-2-1394_orig.jpg,М102-2012-2,test,крышка,керамика,целый
М102-2012-2-1406,cu_data/dataset/М102-2012-2-1406_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
М102-2012-2-1423,cu_data/dataset/М102-2012-2-1423_orig.jpg,М102-2012-2,test,тарелка,керамика,фрагмент
Мич11-ш01-005,cu_data/dataset/Мич11-ш01-005_orig.jpg,Мич11-ш01-005,val,изразец,керамика,фрагмент
Мич11-ш01-029,cu_data/dataset/Мич11-ш01-029_orig.jpg,Мич11-ш01-029,train,изразец,керамика,фрагмент
Мич11-ш02-053,cu_data/dataset/Мич11-ш02-053_orig.jpg,Мич11-ш02-053,train,изразец,керамика,фрагмент
Мич11-ш02-057,cu_data/dataset/Мич11-ш02-057_orig.jpg,Мич11-ш02-057,train,изразец,керамика,фрагмент
Мич11-ш04-155,cu_data/dataset/Мич11-ш04-155_orig.jpg,Мич11-ш04-155,train,изразец,керамика,фрагмент
БП11-Р01-Г01-1247,cu_data/dataset/БП11-Р01-Г01-1247_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г03-6493,cu_data/dataset/БП11-Р01-Г03-6493_orig.jpg,БП11-Р01-Г03,train,изразец,керамика,фрагмент
БП11-Р01-Г01-1290,cu_data/dataset/БП11-Р01-Г01-1290_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г01-1395,cu_data/dataset/БП11-Р01-Г01-1395_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-тех-0069,cu_data/dataset/БП11-Р01-тех-0069_orig.jpg,БП11-Р01-тех,train,крышка,керамика,целый
БП11-Р01-тех-0468,cu_data/dataset/БП11-Р01-тех-0468_orig.jpg,БП11-Р01-тех,train,крышка,керамика,фрагмент
БП11-Р01-Г01-1137,cu_data/dataset/БП11-Р01-Г01-1137_orig.jpg,БП11-Р01-Г01,train,крышка,керамика,фрагмент
БП11-Р01-тех-0061,cu_data/dataset/БП11-Р01-тех-0061_orig.jpg,БП11-Р01-тех,train,изразец,керамика,фрагмент
БП11-Р01-Г01-1065,cu_data/dataset/БП11-Р01-Г01-1065_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г01-1251,cu_data/dataset/БП11-Р01-Г01-1251_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г03-3339,cu_data/dataset/БП11-Р01-Г03-3339_orig.jpg,БП11-Р01-Г03,train,изразец,керамика,фрагмент
БП11-Р01-Г01-0944,cu_data/dataset/БП11-Р01-Г01-0944_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г03-3244,cu_data/dataset/БП11-Р01-Г03-3244_orig.jpg,БП11-Р01-Г03,train,тарелка,керамика,фрагмент
БП11-Р01-тех-0443,cu_data/dataset/БП11-Р01-тех-0443_orig.jpg,БП11-Р01-тех,train,изразец,керамика,фрагмент
БП11-Р01-Г01-1315,cu_data/dataset/БП11-Р01-Г01-1315_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г01-1055,cu_data/dataset/БП11-Р01-Г01-1055_orig.jpg,БП11-Р01-Г01,train,изразец,керамика,целый
БП11-Р01-Г01-1397,cu_data/dataset/БП11-Р01-Г01-1397_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-тех-0381,cu_data/dataset/БП11-Р01-тех-0381_orig.jpg,БП11-Р01-тех,train,тарелка,керамика,фрагмент
БП11-Р01-тех-0421,cu_data/dataset/БП11-Р01-тех-0421_orig.jpg,БП11-Р01-тех,train,тарелка,керамика,фрагмент
БП11-Р01-Г01-1405,cu_data/dataset/БП11-Р01-Г01-1405_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г01-1192,cu_data/dataset/БП11-Р01-Г01-1192_orig.jpg,БП11-Р01-Г01,train,изразец,керамика,фрагмент
БП11-Р01-Г01-1197,cu_data/dataset/БП11-Р01-Г01-1197_orig.jpg,БП11-Р01-Г01,train,крышка,__rare__,фрагмент
БП11-Р01-Г01-1396,cu_data/dataset/БП11-Р01-Г01-1396_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г01-1248,cu_data/dataset/БП11-Р01-Г01-1248_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-тех-0060,cu_data/dataset/БП11-Р01-тех-0060_orig.jpg,БП11-Р01-тех,train,изразец,керамика,фрагмент
БП11-Р01-Г01-1289,cu_data/dataset/БП11-Р01-Г01-1289_orig.jpg,БП11-Р01-Г01,train,тарелка,керамика,фрагмент
БП11-Р01-Г03-6484,cu_data/dataset/БП11-Р01-Г03-6484_orig.jpg,БП11-Р01-Г03,train,тарелка,керамика,фрагмент
БП11-Р01-тех-0394,cu_data/dataset/БП11-Р01-тех-0394_orig.jpg,БП11-Р01-тех,train,тарелка,керамика,фрагмент
БП11-Р01-Г03-6483,cu_data/dataset/БП11-Р01-Г03-6483_orig.jpg,БП11-Р01-Г03,train,тарелка,керамика,фрагмент
Кроп-2013-151,cu_data/dataset/Кроп-2013-151_orig.jpg,Кроп-2013-151,train,тарелка,керамика,фрагмент
Кроп-2013-152,cu_data/dataset/Кроп-2013-152_orig.jpg,Кроп-2013-152,train,тарелка,керамика,фрагмент
Кроп-2013-155,cu_data/dataset/Кроп-2013-155_orig.jpg,Кроп-2013-155,train,тарелка,керамика,фрагмент
Кроп-2013-158,cu_data/dataset/Кроп-2013-158_orig.jpg,Кроп-2013-158,train,тарелка,керамика,фрагмент
Кроп-2013-159,cu_data/dataset/Кроп-2013-159_orig.jpg,Кроп-2013-159,train,тарелка,керамика,фрагмент
Кроп-2013-163,cu_data/dataset/Кроп-2013-163_orig.jpg,Кроп-2013-163,val,крышка,стекло,целый
Кроп-2013-186,cu_data/dataset/Кроп-2013-186_orig.jpg,Кроп-2013-186,train,крышка,керамика,фрагмент
Кроп-2013-203,cu_data/dataset/Кроп-2013-203_orig.jpg,Кроп-2013-203,train,тарелка,керамика,фрагмент
Кроп-2013-204,cu_data/dataset/Кроп-2013-204_orig.jpg,Кроп-2013-204,train,тарелка,керамика,фрагмент
Кроп-2013-218,cu_data/dataset/Кроп-2013-218_orig.jpg,Кроп-2013-218,train,тарелка,керамика,фрагмент
Кроп-2013-240,cu_data/dataset/Кроп-2013-240_orig.jpg,Кроп-2013-240,train,тарелка,керамика,фрагмент
Кроп-2013-243,cu_data/dataset/Кроп-2013-243_orig.jpg,Кроп-2013-243,train,тарелка,керамика,фрагмент
Кроп-2013-248,cu_data/dataset/Кроп-2013-248_orig.jpg,Кроп-2013-248,train,тарелка,керамика,фрагмент
Кроп-2013-252,cu_data/dataset/Кроп-2013-252_orig.jpg,Кроп-2013-252,train,тарелка,керамика,фрагмент
Кроп-2013-262,cu_data/dataset/Кроп-2013-262_orig.jpg,Кроп-2013-262,train,тарелка,керамика,фрагмент
Кроп-2013-263,cu_data/dataset/Кроп-2013-263_orig.jpg,Кроп-2013-263,train,тарелка,керамика,фрагмент
Кроп-2013-266,cu_data/dataset/Кроп-2013-266_orig.jpg,Кроп-2013-266,val,тарелка,керамика,фрагмент
Кроп-2013-267,cu_data/dataset/Кроп-2013-267_orig.jpg,Кроп-2013-267,train,тарелка,керамика,фрагмент
Кроп-2013-268,cu_data/dataset/Кроп-2013-268_orig.jpg,Кроп-2013-268,train,тарелка,керамика,фрагмент
Кроп-2013-285,cu_data/dataset/Кроп-2013-285_orig.jpg,Кроп-2013-285,train,тарелка,керамика,фрагмент
Кроп-2013-317,cu_data/dataset/Кроп-2013-317_orig.jpg,Кроп-2013-317,train,тарелка,керамика,фрагмент
Кроп-2013-373,cu_data/dataset/Кроп-2013-373_orig.jpg,Кроп-2013-373,train,крышка,керамика,фрагмент
Кроп-2013-391,cu_data/dataset/Кроп-2013-391_orig.jpg,Кроп-2013-391,train,тарелка,керамика,фрагмент
Кроп-2013-392,cu_data/dataset/Кроп-2013-392_orig.jpg,Кроп-2013-392,val,крышка,керамика,фрагмент
Кроп-2013-398,cu_data/dataset/Кроп-2013-398_orig.jpg,Кроп-2013-398,train,тарелка,керамика,фрагмент
Кроп-2013-399,cu_data/dataset/Кроп-2013-399_orig.jpg,Кроп-2013-399,train,тарелка,керамика,фрагмент
Кроп-2013-400,cu_data/dataset/Кроп-2013-400_orig.jpg,Кроп-2013-400,val,тарелка,керамика,фрагмент
Кроп-2013-401,cu_data/dataset/Кроп-2013-401_orig.jpg,Кроп-2013-401,train,тарелка,керамика,фрагмент
Кроп-2013-403,cu_data/dataset/Кроп-2013-403_orig.jpg,Кроп-2013-403,train,тарелка,керамика,фрагмент
Кроп-2013-414,cu_data/dataset/Кроп-2013-414_orig.jpg,Кроп-2013-414,test,тарелка,керамика,фрагмент
Кроп-2013-415,cu_data/dataset/Кроп-2013-415_orig.jpg,Кроп-2013-415,val,тарелка,керамика,фрагмент
Кроп-2013-421,cu_data/dataset/Кроп-2013-421_orig.jpg,Кроп-2013-421,val,тарелка,керамика,фрагмент
Кроп-2013-422,cu_data/dataset/Кроп-2013-422_orig.jpg,Кроп-2013-422,train,тарелка,керамика,фрагмент
Кроп-2013-430,cu_data/dataset/Кроп-2013-430_orig.jpg,Кроп-2013-430,train,тарелка,керамика,фрагмент
Кроп-2013-478,cu_data/dataset/Кроп-2013-478_orig.jpg,Кроп-2013-478,val,тарелка,керамика,фрагмент
Кроп-2013-481,cu_data/dataset/Кроп-2013-481_orig.jpg,Кроп-2013-481,train,тарелка,керамика,фрагмент
Кроп-2013-482,cu_data/dataset/Кроп-2013-482_orig.jpg,Кроп-2013-482,train,тарелка,керамика,фрагмент
Кроп-2013-484,cu_data/dataset/Кроп-2013-484_orig.jpg,Кроп-2013-484,val,тарелка,керамика,фрагмент
Кроп-2013-Тр1-023,cu_data/dataset/Кроп-2013-Тр1-023_orig.jpg,Кроп-2013-Тр1,train,изразец,керамика,целый
Кроп-2013-Тр2-032,cu_data/dataset/Кроп-2013-Тр2-032_orig.jpg,Кроп-2013-Тр2,test,изразец,керамика,фрагмент
Кроп-2013-Тр2-045,cu_data/dataset/Кроп-2013-Тр2-045_orig.jpg,Кроп-2013-Тр2,test,тарелка,керамика,фрагмент
Кроп-2013-Тр2-049,cu_data/dataset/Кроп-2013-Тр2-049_orig.jpg,Кроп-2013-Тр2,test,тарелка,керамика,фрагмент
Кроп-2013-Тр2-050,cu_data/dataset/Кроп-2013-Тр2-050_orig.jpg,Кроп-2013-Тр2,test,тарелка,керамика,фрагмент
Кроп-2013-Тр2-053,cu_data/dataset/Кроп-2013-Тр2-053_orig.jpg,Кроп-2013-Тр2,test,тарелка,керамика,фрагмент
Нев11-Г0-005,cu_data/dataset/Нев11-Г0-005_orig.jpg,Нев11-Г0-005,test,изразец,__unknown__,целый
Нев11-Г0-006,cu_data/dataset/Нев11-Г0-006_orig.jpg,Нев11-Г0-006,train,изразец,__unknown__,целый
Нев11-Г02-009,cu_data/dataset/Нев11-Г02-009_orig.jpg,Нев11-Г02-009,val,тарелка,керамика,фрагмент
Нев11-Г02-010,cu_data/dataset/Нев11-Г02-010_orig.jpg,Нев11-Г02-010,train,тарелка,керамика,фрагмент
Нев11-Г02-012,cu_data/dataset/Нев11-Г02-012_orig.jpg,Нев11-Г02-012,train,изразец,керамика,фрагмент
Нев11-Г02-021,cu_data/dataset/Нев11-Г02-021_orig.jpg,Нев11-Г02-021,train,изразец,керамика,фрагмент
Нев11-Г02-022,cu_data/dataset/Нев11-Г02-022_orig.jpg,Нев11-Г02-022,train,изразец,керамика,фрагмент
Нев11-Г02-023,cu_data/dataset/Нев11-Г02-023_orig.jpg,Нев11-Г02-023,train,изразец,керамика,фрагмент
Нев11-Г02-033,cu_data/dataset/Нев11-Г02-033_orig.jpg,Нев11-Г02-033,test,тарелка,керамика,фрагмент
Нев11-Г03-037,cu_data/dataset/Нев11-Г03-037_orig.jpg,Нев11-Г03-037,train,изразец,керамика,фрагмент
Нев11-Г03-038,cu_data/dataset/Нев11-Г03-038_orig.jpg,Нев11-Г03-038,train,изразец,керамика,фрагмент
Нев11-Г03-043,cu_data/dataset/Нев11-Г03-043_orig.jpg,Нев11-Г03-043,train,изразец,керамика,фрагмент
Нев11-Г03-044,cu_data/dataset/Нев11-Г03-044_orig.jpg,Нев11-Г03-044,train,изразец,керамика,фрагмент
Нев11-Г03-058,cu_data/dataset/Нев11-Г03-058_orig.jpg,Нев11-Г03-058,val,изразец,керамика,фрагмент
Нев11-Г03-096,cu_data/dataset/Нев11-Г03-096_orig.jpg,Нев11-Г03-096,test,изразец,керамика,фрагмент
Нев11-Г03-097,cu_data/dataset/Нев11-Г03-097_orig.jpg,Нев11-Г03-097,train,изразец,керамика,фрагмент
Нев11-Г03-178,cu_data/dataset/Нев11-Г03-178_orig.jpg,Нев11-Г03-178,train,изразец,керамика,фрагмент
Нев11-Г03-181,cu_data/dataset/Нев11-Г03-181_orig.jpg,Нев11-Г03-181,train,изразец,керамика,фрагмент
Нев11-Г04-182,cu_data/dataset/Нев11-Г04-182_orig.jpg,Нев11-Г04-182,val,тарелка,керамика,фрагмент
Нев11-Г04-185,cu_data/dataset/Нев11-Г04-185_orig.jpg,Нев11-Г04-185,train,тарелка,керамика,фрагмент
Нев11-Г04-187,cu_data/dataset/Нев11-Г04-187_orig.jpg,Нев11-Г04-187,train,тарелка,керамика,фрагмент
Нев11-Г04-197,cu_data/dataset/Нев11-Г04-197_orig.jpg,Нев11-Г04-197,train,тарелка,керамика,фрагмент
Нев11-Г04А-210,cu_data/dataset/Нев11-Г04А-210_orig.jpg,Нев11-Г04А-210,train,тарелка,керамика,фрагмент
Нев11-Г05-055,cu_data/dataset/Нев11-Г05-055_orig.jpg,Нев11-Г05-055,val,крышка,керамика,фрагмент
Нев11-Г05-056,cu_data/dataset/Нев11-Г05-056_orig.jpg,Нев11-Г05-056,test,крышка,керамика,фрагмент
Нев11-Г05-228,cu_data/dataset/Нев11-Г05-228_orig.jpg,Нев11-Г05-228,test,тарелка,керамика,фрагмент
Нев11-Г05-235,cu_data/dataset/Нев11-Г05-235_orig.jpg,Нев11-Г05-235,test,изразец,керамика,фрагмент
Нев11-под-001,cu_data/dataset/Нев11-под-001_orig.jpg,Нев11-под-001,train,изразец,керамика,целый
БП12-Г01-0726,cu_data/dataset/БП12-Г01-0726_orig.jpg,БП12-Г01-0726,train,тарелка,керамика,фрагмент
БП12-Г01-0732,cu_data/dataset/БП12-Г01-0732_orig.jpg,БП12-Г01-0732,train,тарелка,керамика,фрагмент
БП12-Г01-0767,cu_data/dataset/БП12-Г01-0767_orig.jpg,БП12-Г01-0767,test,крышка,керамика,целый
БП12-Г01-0774,cu_data/dataset/БП12-Г01-0774_orig.jpg,БП12-Г01-0774,val,крышка,керамика,фрагмент
БП12-Г01-0783,cu_data/dataset/БП12-Г01-0783_orig.jpg,БП12-Г01-0783,train,крышка,керамика,фрагмент
БП12-Г01-0784,cu_data/dataset/БП12-Г01-0784_orig.jpg,БП12-Г01-0784,test,тарелка,керамика,фрагмент
БП12-Г01-0794,cu_data/dataset/БП12-Г01-0794_orig.jpg,БП12-Г01-0794,train,тарелка,керамика,фрагмент
БП12-Г01-0956,cu_data/dataset/БП12-Г01-0956_orig.jpg,БП12-Г01-0956,train,тарелка,керамика,фрагмент
БП12-Г01-1007,cu_data/dataset/БП12-Г01-1007_orig.jpg,БП12-Г01-1007,test,изразец,керамика,фрагмент
БП12-Г01-1008,cu_data/dataset/БП12-Г01-1008_orig.jpg,БП12-Г01-1008,train,изразец,керамика,фрагмент
БП12-Г01-1016,cu_data/dataset/БП12-Г01-1016_orig.jpg,БП12-Г01-1016,train,тарелка,керамика,фрагмент
БП12-Г01-1017,cu_data/dataset/БП12-Г01-1017_orig.jpg,БП12-Г01-1017,train,крышка,керамика,фрагмент
БП12-Г01-1036,cu_data/dataset/БП12-Г01-1036_orig.jpg,БП12-Г01-1036,train,крышка,керамика,фрагмент
БП12-Г01-1697,cu_data/dataset/БП12-Г01-1697_orig.jpg,БП12-Г01-1697,val,тарелка,керамика,фрагмент
БП12-Г01-1713,cu_data/dataset/БП12-Г01-1713_orig.jpg,БП12-Г01-1713,train,изразец,керамика,фрагмент
БП12-Г01-1956,cu_data/dataset/БП12-Г01-1956_orig.jpg,БП12-Г01-1956,train,изразец,керамика,фрагмент
БП12-Г01-1974,cu_data/dataset/БП12-Г01-1974_orig.jpg,БП12-Г01-1974,train,тарелка,керамика,фрагмент
БП12-Г01-1985,cu_data/dataset/БП12-Г01-1985_orig.jpg,БП12-Г01-1985,val,тарелка,керамика,фрагмент
БП12-Г01-2474,cu_data/dataset/БП12-Г01-2474_orig.jpg,БП12-Г01-2474,train,крышка,керамика,фрагмент
БП12-Г01-2475,cu_data/dataset/БП12-Г01-2475_orig.jpg,БП12-Г01-2475,train,тарелка,керамика,фрагмент
БП12-Г01-2476,cu_data/dataset/БП12-Г01-2476_orig.jpg,БП12-Г01-2476,test,тарелка,керамика,фрагмент
БП12-Г01-3217,cu_data/dataset/БП12-Г01-3217_orig.jpg,БП12-Г01-3217,test,крышка,керамика,фрагмент
БП12-Г01-3218,cu_data/dataset/БП12-Г01-3218_orig.jpg,БП12-Г01-3218,train,крышка,керамика,фрагмент
БП12-Г01-3220,cu_data/dataset/БП12-Г01-3220_orig.jpg,БП12-Г01-3220,train,изразец,керамика,фрагмент
БП12-Г01-3239,cu_data/dataset/БП12-Г01-3239_orig.jpg,БП12-Г01-3239,train,тарелка,керамика,фрагмент
БП12-Г01-3414,cu_data/dataset/БП12-Г01-3414_orig.jpg,БП12-Г01-3414,train,тарелка,керамика,фрагмент
БП12-Г01-3416,cu_data/dataset/БП12-Г01-3416_orig.jpg,БП12-Г01-3416,train,тарелка,керамика,фрагмент
БП12-Г01-3461,cu_data/dataset/БП12-Г01-3461_orig.jpg,БП12-Г01-3461,train,крышка,керамика,фрагмент
БП12-Г01-3462,cu_data/dataset/БП12-Г01-3462_orig.jpg,БП12-Г01-3462,train,тарелка,керамика,фрагмент
БП12-Г01-3511,cu_data/dataset/БП12-Г01-3511_orig.jpg,БП12-Г01-3511,train,крышка,керамика,фрагмент
БП12-Г01-3577,cu_data/dataset/БП12-Г01-3577_orig.jpg,БП12-Г01-3577,train,тарелка,керамика,фрагмент
БП12-Г01-4902,cu_data/dataset/БП12-Г01-4902_orig.jpg,БП12-Г01-4902,train,тарелка,керамика,фрагмент
БП12-Г01-4903,cu_data/dataset/БП12-Г01-4903_orig.jpg,БП12-Г01-4903,test,тарелка,керамика,фрагмент
БП12-Г01-5688,cu_data/dataset/БП12-Г01-5688_orig.jpg,БП12-Г01-5688,train,тарелка,керамика,фрагмент
БП12-Г01-5772,cu_data/dataset/БП12-Г01-5772_orig.jpg,БП12-Г01-5772,test,крышка,керамика,фрагмент
БП12-Г01-5843,cu_data/dataset/БП12-Г01-5843_orig.jpg,БП12-Г01-5843,train,крышка,керамика,фрагмент
БП12-Г01-5844,cu_data/dataset/БП12-Г01-5844_orig.jpg,БП12-Г01-5844,train,тарелка,керамика,фрагмент
БП12-Г01-5845,cu_data/dataset/БП12-Г01-5845_orig.jpg,БП12-Г01-5845,train,тарелка,керамика,фрагмент
БП12-Г01-5990,cu_data/dataset/БП12-Г01-5990_orig.jpg,БП12-Г01-5990,val,крышка,керамика,фрагмент
БП12-Г01-6186,cu_data/dataset/БП12-Г01-6186_orig.jpg,БП12-Г01-6186,train,тарелка,керамика,фрагмент
БП12-Г01-6214,cu_data/dataset/БП12-Г01-6214_orig.jpg,БП12-Г01-6214,val,крышка,керамика,фрагмент
БП12-Г01-6335,cu_data/dataset/БП12-Г01-6335_orig.jpg,БП12-Г01-6335,train,изразец,керамика,фрагмент
БП12-Г01-6336,cu_data/dataset/БП12-Г01-6336_orig.jpg,БП12-Г01-6336,train,тарелка,керамика,фрагмент
БП12-Г01-6521,cu_data/dataset/БП12-Г01-6521_orig.jpg,БП12-Г01-6521,test,тарелка,керамика,фрагмент
БП12-Г01-6522,cu_data/dataset/БП12-Г01-6522_orig.jpg,БП12-Г01-6522,train,тарелка,керамика,фрагмент
БП12-Г01-6523,cu_data/dataset/БП12-Г01-6523_orig.jpg,БП12-Г01-6523,train,тарелка,керамика,целый
БП12-Г01-6524,cu_data/dataset/БП12-Г01-6524_orig.jpg,БП12-Г01-6524,train,тарелка,керамика,фрагмент
БП12-Г01-6525,cu_data/dataset/БП12-Г01-6525_orig.jpg,БП12-Г01-6525,train,тарелка,керамика,фрагмент
БП12-Г01-6538,cu_data/dataset/БП12-Г01-6538_orig.jpg,БП12-Г01-6538,train,крышка,керамика,целый
БП12-Г01-6540,cu_data/dataset/БП12-Г01-6540_orig.jpg,БП12-Г01-6540,train,тарелка,керамика,фрагмент
БП12-Г01-6560,cu_data/dataset/БП12-Г01-6560_orig.jpg,БП12-Г01-6560,test,крышка,керамика,фрагмент
БП12-Г01-6940,cu_data/dataset/БП12-Г01-6940_orig.jpg,БП12-Г01-6940,train,игрушка,__unknown__,фрагмент
БП12-Г01-7005,cu_data/dataset/БП12-Г01-7005_orig.jpg,БП12-Г01-7005,train,тарелка,керамика,фрагмент
БП12-Г01-7058,cu_data/dataset/БП12-Г01-7058_orig.jpg,БП12-Г01-7058,train,изразец,керамика,фрагмент
БП12-Г01-7079,cu_data/dataset/БП12-Г01-7079_orig.jpg,БП12-Г01-7079,train,игрушка,керамика,фрагмент
БП12-Г01-7209,cu_data/dataset/БП12-Г01-7209_orig.jpg,БП12-Г01-7209,train,изразец,керамика,фрагмент
БП12-Г01-7210,cu_data/dataset/БП12-Г01-7210_orig.jpg,БП12-Г01-7210,train,изразец,керамика,фрагмент
БП12-Г01-7211,cu_data/dataset/БП12-Г01-7211_orig.jpg,БП12-Г01-7211,train,изразец,керамика,фрагмент
БП12-Г01-7212,cu_data/dataset/БП12-Г01-7212_orig.jpg,БП12-Г01-7212,train,изразец,керамика,фрагмент
БП12-Г01-7213,cu_data/dataset/БП12-Г01-7213_orig.jpg,БП12-Г01-7213,train,изразец,керамика,фрагмент
БП12-Г01-7262,cu_data/dataset/БП12-Г01-7262_orig.jpg,БП12-Г01-7262,val,крышка,керамика,фрагмент
БП12-Г01-7263,cu_data/dataset/БП12-Г01-7263_orig.jpg,БП12-Г01-7263,train,крышка,керамика,фрагмент
